ResponseID,MaxBiggestBarrier,Biggest_Barriers,MaxSmallestBarrier,Smallest_Barriers
1333,4,Lack of motivation,2,My organisation's software and systems
1334,2,"IT equipment (computer, printer, etc.)",2,My organisation's software and systems
1335,2,Lack of remote working skills,3,Management discourages remote working
1336,4,Connectivity (internet connection),3,Lack of motivation
1337,5,"IT equipment (computer, printer, etc.)",3,Difficulty collaborating remotely
1338,3,Lack of motivation,4,Lack of motivation
1339,4,Connectivity (internet connection),4,Feeling left out and/or isolated
1340,2,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",3,Feeling left out and/or isolated
1341,2,I have tasks that can't be done remotely,2,I have tasks that can't be done remotely
1342,4,Connectivity (internet connection),2,My organisation's software and systems
1343,3,"IT equipment (computer, printer, etc.)",2,Lack of remote working skills
1344,3,"IT equipment (computer, printer, etc.)",3,"My living situation (e.g. location, home size, who I live with)"
1345,4,Poor management,4,Feeling left out and/or isolated
1346,3,"IT equipment (computer, printer, etc.)",3,Lack of motivation
1347,2,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",3,Lack of motivation
1348,3,Feeling left out and/or isolated,4,Management discourages remote working
1349,4,Feeling left out and/or isolated,4,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
1350,4,Lack of motivation,2,Poor management
1351,2,Lack of motivation,2,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
1352,4,Connectivity (internet connection),2,Poor management
1353,4,Poor management,4,Lack of remote working skills
1354,4,Feeling left out and/or isolated,4,Connectivity (internet connection)
1355,4,Poor management,4,Lack of motivation
1356,3,Poor management,3,Caring responsibilities
1357,3,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",3,Poor management
1358,4,Feeling left out and/or isolated,3,Cyber security
1359,2,Caring responsibilities,3,Lack of remote working skills
1360,2,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",2,Lack of motivation
1361,4,Poor management,3,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
1362,4,Lack of motivation,3,"My living situation (e.g. location, home size, who I live with)"
1363,3,Lack of motivation,3,Caring responsibilities
1364,3,Lack of motivation,3,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
1365,4,"IT equipment (computer, printer, etc.)",4,Feeling left out and/or isolated
1366,3,Cyber security,4,Feeling left out and/or isolated
1367,4,Lack of motivation,3,Poor management
1368,3,Management discourages remote working,4,Caring responsibilities
1369,3,Feeling left out and/or isolated,3,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
1370,3,Lack of remote working skills,2,Lack of motivation
1371,4,Connectivity (internet connection),4,Feeling left out and/or isolated
1372,3,Difficulty collaborating remotely,3,Feeling left out and/or isolated
1373,2,My organisation's software and systems,3,Lack of motivation
1374,4,Poor management,4,Feeling left out and/or isolated
1375,3,Management discourages remote working,4,Feeling left out and/or isolated
1376,3,Connectivity (internet connection),2,My organisation's software and systems
1377,4,Caring responsibilities,2,Management discourages remote working
1378,4,Connectivity (internet connection),3,Caring responsibilities
1379,3,Cyber security,4,Feeling left out and/or isolated
1380,4,Feeling left out and/or isolated,3,Poor management
1381,3,Lack of motivation,2,Lack of remote working skills
1382,4,"My living situation (e.g. location, home size, who I live with)",3,I have tasks that can't be done remotely
1383,2,Management discourages remote working,2,Cyber security
1384,4,Feeling left out and/or isolated,3,Lack of motivation
1385,3,Difficulty collaborating remotely,4,Lack of motivation
1386,4,Lack of motivation,2,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
1387,4,Feeling left out and/or isolated,3,"IT equipment (computer, printer, etc.)"
1388,4,Lack of motivation,4,Caring responsibilities
1389,4,"IT equipment (computer, printer, etc.)",3,Lack of remote working skills
1390,3,"IT equipment (computer, printer, etc.)",3,Lack of motivation
1391,2,"My living situation (e.g. location, home size, who I live with)",2,Lack of motivation
1392,3,"IT equipment (computer, printer, etc.)",3,Lack of motivation
1393,4,Difficulty collaborating remotely,3,Lack of motivation
1394,2,"My living situation (e.g. location, home size, who I live with)",2,Lack of motivation
1395,4,Feeling left out and/or isolated,4,Management discourages remote working
1396,2,"My living situation (e.g. location, home size, who I live with)",4,I have tasks that can't be done remotely
1397,4,Lack of motivation,4,Management discourages remote working
1398,4,Difficulty collaborating remotely,4,"IT equipment (computer, printer, etc.)"
1399,3,Connectivity (internet connection),3,"My living situation (e.g. location, home size, who I live with)"
1400,4,Difficulty collaborating remotely,4,Lack of motivation
1401,3,Lack of motivation,4,Feeling left out and/or isolated
1402,3,Feeling left out and/or isolated,4,"IT equipment (computer, printer, etc.)"
1403,4,Lack of motivation,4,Caring responsibilities
1404,3,Lack of motivation,4,"My living situation (e.g. location, home size, who I live with)"
1405,3,I have tasks that can't be done remotely,4,Lack of motivation
1406,2,Management discourages remote working,2,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
1407,3,Connectivity (internet connection),3,Poor management
1408,3,"IT equipment (computer, printer, etc.)",3,Feeling left out and/or isolated
1409,3,"IT equipment (computer, printer, etc.)",4,"My living situation (e.g. location, home size, who I live with)"
1410,3,"My living situation (e.g. location, home size, who I live with)",2,My organisation's software and systems
1411,3,Lack of motivation,2,Lack of remote working skills
1412,3,Management discourages remote working,4,Feeling left out and/or isolated
1413,4,"My living situation (e.g. location, home size, who I live with)",3,Management discourages remote working
1414,3,"IT equipment (computer, printer, etc.)",3,Caring responsibilities
1415,3,Lack of remote working skills,4,Feeling left out and/or isolated
1416,4,Difficulty collaborating remotely,4,Cyber security
1417,2,Lack of remote working skills,4,Poor management
1418,4,Connectivity (internet connection),3,Poor management
1419,3,"IT equipment (computer, printer, etc.)",4,I have tasks that can't be done remotely
1420,2,My organisation's software and systems,3,Lack of motivation
1421,2,Poor management,3,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
1422,5,Difficulty collaborating remotely,4,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
1423,3,"My living situation (e.g. location, home size, who I live with)",3,Lack of motivation
1424,2,Management discourages remote working,2,Management discourages remote working
1425,3,Cyber security,2,Lack of motivation
1426,4,Feeling left out and/or isolated,2,Poor management
1427,3,Connectivity (internet connection),2,Lack of motivation
1428,4,Management discourages remote working,4,Feeling left out and/or isolated
1429,4,Caring responsibilities,4,Feeling left out and/or isolated
1430,2,Lack of remote working skills,3,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
1431,3,Caring responsibilities,3,My organisation's software and systems
1432,3,Connectivity (internet connection),3,Lack of motivation
1433,4,Feeling left out and/or isolated,4,Connectivity (internet connection)
1434,4,Feeling left out and/or isolated,3,Poor management
1435,3,Lack of motivation,2,Poor management
1436,2,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",3,Poor management
1437,2,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",3,Poor management
1438,2,Management discourages remote working,2,Poor management
1439,3,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",3,Feeling left out and/or isolated
1440,4,Lack of remote working skills,3,"My living situation (e.g. location, home size, who I live with)"
1441,4,Poor management,2,Lack of motivation
1442,2,Management discourages remote working,3,Lack of motivation
1443,4,Connectivity (internet connection),4,Lack of motivation
1444,2,Poor management,3,"My living situation (e.g. location, home size, who I live with)"
1445,3,Feeling left out and/or isolated,3,Connectivity (internet connection)
1446,3,"My living situation (e.g. location, home size, who I live with)",4,Lack of motivation
1447,4,Lack of motivation,4,Connectivity (internet connection)
1448,4,Connectivity (internet connection),4,Feeling left out and/or isolated
1449,5,Difficulty collaborating remotely,3,Caring responsibilities
1450,3,My organisation's software and systems,4,Poor management
1451,4,"IT equipment (computer, printer, etc.)",3,Cyber security
1452,3,Poor management,3,Management discourages remote working
1453,4,Connectivity (internet connection),4,Caring responsibilities
1454,2,Management discourages remote working,3,Caring responsibilities
1455,4,Caring responsibilities,4,Connectivity (internet connection)
1456,5,"IT equipment (computer, printer, etc.)",4,Feeling left out and/or isolated
1457,3,Lack of motivation,3,My organisation's software and systems
1458,3,Management discourages remote working,4,Poor management
1459,3,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",3,Caring responsibilities
1460,2,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",2,"My living situation (e.g. location, home size, who I live with)"
1461,4,"IT equipment (computer, printer, etc.)",4,Lack of remote working skills
1462,4,Connectivity (internet connection),4,Management discourages remote working
1463,2,Feeling left out and/or isolated,3,Poor management
1464,3,Caring responsibilities,4,Feeling left out and/or isolated
1465,2,My organisation's software and systems,2,"My living situation (e.g. location, home size, who I live with)"
1466,4,Caring responsibilities,2,My organisation's software and systems
1467,3,Poor management,4,"IT equipment (computer, printer, etc.)"
1468,2,Management discourages remote working,3,Lack of motivation
1469,3,"IT equipment (computer, printer, etc.)",2,Management discourages remote working
1470,2,Lack of remote working skills,3,Lack of motivation
1471,4,Lack of motivation,3,Management discourages remote working
1472,4,Difficulty collaborating remotely,4,Caring responsibilities
1473,3,Poor management,3,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
1474,3,Difficulty collaborating remotely,3,Lack of motivation
1475,2,Connectivity (internet connection),4,"My living situation (e.g. location, home size, who I live with)"
1476,3,Poor management,4,Cyber security
1477,4,Lack of motivation,2,Feeling left out and/or isolated
1478,4,Difficulty collaborating remotely,3,Feeling left out and/or isolated
1479,4,Lack of motivation,3,Lack of remote working skills
1480,2,Lack of motivation,2,Poor management
1481,3,Connectivity (internet connection),3,Lack of motivation
1482,2,Poor management,2,"My living situation (e.g. location, home size, who I live with)"
1483,3,Lack of motivation,3,Caring responsibilities
1484,3,"IT equipment (computer, printer, etc.)",3,My organisation's software and systems
1485,4,"IT equipment (computer, printer, etc.)",4,Feeling left out and/or isolated
1486,3,Difficulty collaborating remotely,4,Lack of motivation
1487,3,"My living situation (e.g. location, home size, who I live with)",3,Lack of remote working skills
1488,3,Management discourages remote working,3,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
1489,4,Poor management,3,"IT equipment (computer, printer, etc.)"
1490,2,My organisation's software and systems,3,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
1491,2,"My living situation (e.g. location, home size, who I live with)",2,"My living situation (e.g. location, home size, who I live with)"
1492,4,Connectivity (internet connection),4,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
1493,2,My organisation's software and systems,3,Lack of motivation
1494,4,Difficulty collaborating remotely,3,"IT equipment (computer, printer, etc.)"
1495,3,Caring responsibilities,2,Lack of motivation
1496,3,Management discourages remote working,3,Lack of motivation
1497,2,"IT equipment (computer, printer, etc.)",2,Lack of motivation
1498,2,Lack of motivation,3,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
1499,4,Connectivity (internet connection),3,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
1500,4,"My living situation (e.g. location, home size, who I live with)",4,Management discourages remote working
1501,4,Feeling left out and/or isolated,4,Caring responsibilities
1502,4,Lack of motivation,3,Lack of motivation
1503,3,Lack of motivation,2,"My living situation (e.g. location, home size, who I live with)"
1504,2,"IT equipment (computer, printer, etc.)",3,Poor management
1505,2,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",2,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
1506,3,"IT equipment (computer, printer, etc.)",3,Caring responsibilities
1507,3,Management discourages remote working,4,Feeling left out and/or isolated
